"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"GO:0019395~fatty acid oxidation"	-0.151644423260248	1	239	14	0
"GO:0070208~protein heterotrimerization"	-0.151644423260248	1	239	10	0
"GO:0032757~positive regulation of interleukin-8 production"	-0.151644423260248	1	239	19	0
"GO:0032270~positive regulation of cellular protein metabolic process"	-0.151644423260248	1	239	11	0
"GO:0031295~T cell costimulation"	-0.151644423260248	1	239	104	0
"GO:0006959~humoral immune response"	-0.151644423260248	1	239	47	0
"GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	-0.151644423260248	1	239	44	0
"GO:0033138~positive regulation of peptidyl-serine phosphorylation"	-0.151644423260248	1	239	45	0
"GO:2000310~regulation of N-methyl-D-aspartate selective glutamate receptor activity"	-0.151644423260248	1	239	10	0
"GO:0014068~positive regulation of phosphatidylinositol 3-kinase cascade"	-0.151644423260248	1	239	40	0
"GO:0010001~glial cell differentiation"	-0.151644423260248	1	239	18	0
"GO:0051968~positive regulation of synaptic transmission, glutamatergic"	-0.151644423260248	1	239	14	0
"GO:0032008~positive regulation of TOR signaling cascade"	-0.151644423260248	1	239	14	0
"GO:0050804~regulation of synaptic transmission"	-0.151644423260248	1	239	17	0
"GO:0048265~response to pain"	-0.151644423260248	1	239	17	0
"GO:2000463~positive regulation of excitatory postsynaptic membrane potential"	-0.151644423260248	1	239	10	0
"GO:0032793~positive regulation of CREB transcription factor activity"	-0.151644423260248	1	239	13	0
"GO:0061098~positive regulation of protein tyrosine kinase activity"	-0.151644423260248	1	239	17	0
"GO:0008306~associative learning"	-0.151644423260248	1	239	25	0
"GO:0007616~long-term memory"	-0.151644423260248	1	239	23	0
"GO:0048814~regulation of dendrite morphogenesis"	-0.151644423260248	1	239	11	0
"GO:0002042~cell migration involved in sprouting angiogenesis"	-0.151644423260248	1	239	14	0
"GO:0035023~regulation of Rho protein signal transduction"	-0.151644423260248	1	239	71	0
"GO:0006687~glycosphingolipid metabolic process"	-0.151644423260248	1	239	40	0
"GO:0007265~Ras protein signal transduction"	-0.151644423260248	1	239	72	0
"GO:0016925~protein sumoylation"	-0.151644423260248	1	239	23	0
"GO:0043200~response to amino acid stimulus"	-0.151644423260248	1	239	31	0
"GO:0048545~response to steroid hormone stimulus"	-0.151644423260248	1	239	32	0
"GO:0001101~response to acid"	-0.151644423260248	1	239	16	0
"GO:0045749~negative regulation of S phase of mitotic cell cycle"	-0.151644423260248	1	239	10	0
"GO:0001953~negative regulation of cell-matrix adhesion"	-0.151644423260248	1	239	11	0
"GO:0048821~erythrocyte development"	-0.151644423260248	1	239	13	0
"GO:0000060~protein import into nucleus, translocation"	-0.151644423260248	1	239	25	0
"GO:0045596~negative regulation of cell differentiation"	-0.151644423260248	1	239	32	0
"GO:0005978~glycogen biosynthetic process"	-0.151644423260248	1	239	17	0
"GO:0006944~cellular membrane fusion"	-0.151644423260248	1	239	26	0
"GO:0051291~protein heterooligomerization"	-0.151644423260248	1	239	42	0
"GO:0071805~potassium ion transmembrane transport"	-0.151644423260248	1	239	42	0
"GO:0002224~toll-like receptor signaling pathway"	-0.151644423260248	1	239	74	0
"GO:0002755~MyD88-dependent toll-like receptor signaling pathway"	-0.151644423260248	1	239	73	0
"GO:0034130~toll-like receptor 1 signaling pathway"	-0.151644423260248	1	239	68	0
"GO:0034134~toll-like receptor 2 signaling pathway"	-0.151644423260248	1	239	69	0
"GO:0043491~protein kinase B signaling cascade"	-0.151644423260248	1	239	31	0
"GO:0006928~cellular component movement"	-0.151644423260248	1	239	95	0
"GO:0032729~positive regulation of interferon-gamma production"	-0.151644423260248	1	239	34	0
"GO:0046427~positive regulation of JAK-STAT cascade"	-0.151644423260248	1	239	17	0
"GO:0071222~cellular response to lipopolysaccharide"	-0.151644423260248	1	239	57	0
"GO:0045638~negative regulation of myeloid cell differentiation"	-0.151644423260248	1	239	14	0
"GO:0032968~positive regulation of transcription elongation from RNA polymerase II promoter"	-0.151644423260248	1	239	10	0
"GO:0010390~histone monoubiquitination"	-0.151644423260248	1	239	10	0
"GO:0006270~DNA-dependent DNA replication initiation"	-0.151644423260248	1	239	22	0
"GO:0006402~mRNA catabolic process"	-0.151644423260248	1	239	15	0
"GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway"	-0.151644423260248	1	239	40	0
"GO:0035914~skeletal muscle cell differentiation"	-0.151644423260248	1	239	11	0
"GO:0042475~odontogenesis of dentin-containing tooth"	-0.151644423260248	1	239	56	0
"GO:0010259~multicellular organismal aging"	-0.151644423260248	1	239	13	0
"GO:0001736~establishment of planar polarity"	-0.151644423260248	1	239	10	0
"GO:0048745~smooth muscle tissue development"	-0.151644423260248	1	239	14	0
"GO:0045747~positive regulation of Notch signaling pathway"	-0.151644423260248	1	239	17	0
"GO:0043616~keratinocyte proliferation"	-0.151644423260248	1	239	14	0
"GO:0009954~proximal/distal pattern formation"	-0.151644423260248	1	239	26	0
"GO:0010165~response to X-ray"	-0.151644423260248	1	239	20	0
"GO:0043523~regulation of neuron apoptotic process"	-0.151644423260248	1	239	15	0
"GO:0048485~sympathetic nervous system development"	-0.151644423260248	1	239	22	0
"GO:0031069~hair follicle morphogenesis"	-0.151644423260248	1	239	25	0
"GO:0051402~neuron apoptotic process"	-0.151644423260248	1	239	28	0
"GO:0007569~cell aging"	-0.151644423260248	1	239	27	0
"GO:0010332~response to gamma radiation"	-0.151644423260248	1	239	31	0
"GO:0001942~hair follicle development"	-0.151644423260248	1	239	40	0
"GO:0048646~anatomical structure formation involved in morphogenesis"	-0.151644423260248	1	239	20	0
"GO:0009887~organ morphogenesis"	-0.151644423260248	1	239	122	0
"GO:0030855~epithelial cell differentiation"	-0.151644423260248	1	239	44	0
"GO:0045786~negative regulation of cell cycle"	-0.151644423260248	1	239	45	0
"GO:0016239~positive regulation of macroautophagy"	-0.151644423260248	1	239	10	0
"GO:0048712~negative regulation of astrocyte differentiation"	-0.151644423260248	1	239	12	0
"GO:0045746~negative regulation of Notch signaling pathway"	-0.151644423260248	1	239	14	0
"GO:0050768~negative regulation of neurogenesis"	-0.151644423260248	1	239	16	0
"GO:0008340~determination of adult lifespan"	-0.151644423260248	1	239	12	0
"GO:0001708~cell fate specification"	-0.151644423260248	1	239	20	0
"GO:0021983~pituitary gland development"	-0.151644423260248	1	239	30	0
"GO:0001541~ovarian follicle development"	-0.151644423260248	1	239	45	0
"GO:0030728~ovulation"	-0.151644423260248	1	239	11	0
"GO:0017015~regulation of transforming growth factor beta receptor signaling pathway"	-0.151644423260248	1	239	16	0
"GO:0006644~phospholipid metabolic process"	-0.151644423260248	1	239	37	0
"GO:0006306~DNA methylation"	-0.151644423260248	1	239	24	0
"GO:0030218~erythrocyte differentiation"	-0.151644423260248	1	239	36	0
"GO:0051568~histone H3-K4 methylation"	-0.151644423260248	1	239	15	0
"GO:0043525~positive regulation of neuron apoptotic process"	-0.151644423260248	1	239	41	0
"GO:0050808~synapse organization"	-0.151644423260248	1	239	25	0
"GO:0007009~plasma membrane organization"	-0.151644423260248	1	239	10	0
"GO:0043113~receptor clustering"	-0.151644423260248	1	239	16	0
"GO:0007520~myoblast fusion"	-0.151644423260248	1	239	15	0
"GO:0002062~chondrocyte differentiation"	-0.151644423260248	1	239	31	0
"GO:0048762~mesenchymal cell differentiation"	-0.151644423260248	1	239	10	0
"GO:0021846~cell proliferation in forebrain"	-0.151644423260248	1	239	12	0
"GO:0071158~positive regulation of cell cycle arrest"	-0.151644423260248	1	239	15	0
"GO:0006325~chromatin organization"	-0.151644423260248	1	239	27	0
"GO:0043922~negative regulation by host of viral transcription"	-0.151644423260248	1	239	12	0
"GO:0060612~adipose tissue development"	-0.151644423260248	1	239	18	0
"GO:0043087~regulation of GTPase activity"	-0.151644423260248	1	239	14	0
"GO:0007210~serotonin receptor signaling pathway"	-0.151644423260248	1	239	13	0
"GO:0032855~positive regulation of Rac GTPase activity"	-0.151644423260248	1	239	21	0
"GO:0032312~regulation of ARF GTPase activity"	-0.151644423260248	1	239	23	0
"GO:0042177~negative regulation of protein catabolic process"	-0.151644423260248	1	239	21	0
"GO:0060749~mammary gland alveolus development"	-0.151644423260248	1	239	21	0
"GO:0007602~phototransduction"	-0.151644423260248	1	239	27	0
"GO:0050896~response to stimulus"	-0.151644423260248	1	239	64	0
"GO:0045494~photoreceptor cell maintenance"	-0.151644423260248	1	239	25	0
"GO:0043001~Golgi to plasma membrane protein transport"	-0.151644423260248	1	239	11	0
"GO:0006970~response to osmotic stress"	-0.151644423260248	1	239	19	0
"GO:0046328~regulation of JNK cascade"	-0.151644423260248	1	239	15	0
"GO:0060644~mammary gland epithelial cell differentiation"	-0.151644423260248	1	239	13	0
"GO:0045725~positive regulation of glycogen biosynthetic process"	-0.151644423260248	1	239	12	0
"GO:2000147~positive regulation of cell motility"	-0.151644423260248	1	239	10	0
"GO:0050710~negative regulation of cytokine secretion"	-0.151644423260248	1	239	12	0
"GO:0017156~calcium ion-dependent exocytosis"	-0.151644423260248	1	239	14	0
"GO:0009650~UV protection"	-0.151644423260248	1	239	10	0
"GO:0017187~peptidyl-glutamic acid carboxylation"	-0.151644423260248	1	239	11	0
"GO:0071320~cellular response to cAMP"	-0.151644423260248	1	239	20	0
"GO:0002028~regulation of sodium ion transport"	-0.151644423260248	1	239	14	0
"GO:0033198~response to ATP"	-0.151644423260248	1	239	16	0
"GO:0051924~regulation of calcium ion transport"	-0.151644423260248	1	239	17	0
"GO:0060402~calcium ion transport into cytosol"	-0.151644423260248	1	239	11	0
"GO:0015012~heparan sulfate proteoglycan biosynthetic process"	-0.151644423260248	1	239	13	0
"GO:0001960~negative regulation of cytokine-mediated signaling pathway"	-0.151644423260248	1	239	10	0
"GO:0032715~negative regulation of interleukin-6 production"	-0.151644423260248	1	239	19	0
"GO:0070555~response to interleukin-1"	-0.151644423260248	1	239	31	0
"GO:0032695~negative regulation of interleukin-12 production"	-0.151644423260248	1	239	10	0
"GO:0070498~interleukin-1-mediated signaling pathway"	-0.151644423260248	1	239	11	0
"GO:0045071~negative regulation of viral genome replication"	-0.151644423260248	1	239	22	0
"GO:0050714~positive regulation of protein secretion"	-0.151644423260248	1	239	22	0
"GO:0048286~lung alveolus development"	-0.151644423260248	1	239	32	0
"GO:0032332~positive regulation of chondrocyte differentiation"	-0.151644423260248	1	239	16	0
"GO:0048566~embryonic digestive tract development"	-0.151644423260248	1	239	20	0
"GO:0006694~steroid biosynthetic process"	-0.151644423260248	1	239	31	0
"GO:0019226~transmission of nerve impulse"	-0.151644423260248	1	239	14	0
"GO:0030534~adult behavior"	-0.151644423260248	1	239	15	0
"GO:0001522~pseudouridine synthesis"	-0.151644423260248	1	239	12	0
"GO:0009451~RNA modification"	-0.151644423260248	1	239	14	0
"GO:0048706~embryonic skeletal system development"	-0.151644423260248	1	239	39	0
"GO:0032927~positive regulation of activin receptor signaling pathway"	-0.151644423260248	1	239	10	0
"GO:0009966~regulation of signal transduction"	-0.151644423260248	1	239	30	0
"GO:0033280~response to vitamin D"	-0.151644423260248	1	239	19	0
"GO:0045618~positive regulation of keratinocyte differentiation"	-0.151644423260248	1	239	10	0
"GO:0046697~decidualization"	-0.151644423260248	1	239	17	0
"GO:0055074~calcium ion homeostasis"	-0.151644423260248	1	239	17	0
"GO:0042359~vitamin D metabolic process"	-0.151644423260248	1	239	11	0
"GO:0008202~steroid metabolic process"	-0.151644423260248	1	239	62	0
"GO:0046847~filopodium assembly"	-0.151644423260248	1	239	23	0
"GO:0030162~regulation of proteolysis"	-0.151644423260248	1	239	34	0
"GO:0045595~regulation of cell differentiation"	-0.151644423260248	1	239	35	0
"GO:0006400~tRNA modification"	-0.151644423260248	1	239	10	0
"GO:0009165~nucleotide biosynthetic process"	-0.151644423260248	1	239	15	0
"GO:0006730~one-carbon metabolic process"	-0.151644423260248	1	239	25	0
"GO:0050775~positive regulation of dendrite morphogenesis"	-0.151644423260248	1	239	14	0
"GO:0007405~neuroblast proliferation"	-0.151644423260248	1	239	14	0
"GO:0006996~organelle organization"	-0.151644423260248	1	239	13	0
"GO:0045732~positive regulation of protein catabolic process"	-0.151644423260248	1	239	30	0
"GO:0017144~drug metabolic process"	-0.151644423260248	1	239	21	0
"GO:0030049~muscle filament sliding"	-0.151644423260248	1	239	35	0
"GO:0006884~cell volume homeostasis"	-0.151644423260248	1	239	11	0
"GO:0060291~long-term synaptic potentiation"	-0.151644423260248	1	239	16	0
"GO:0050732~negative regulation of peptidyl-tyrosine phosphorylation"	-0.151644423260248	1	239	10	0
"GO:0032753~positive regulation of interleukin-4 production"	-0.151644423260248	1	239	11	0
"GO:0042692~muscle cell differentiation"	-0.151644423260248	1	239	35	0
"GO:0050885~neuromuscular process controlling balance"	-0.151644423260248	1	239	38	0
"GO:0010977~negative regulation of neuron projection development"	-0.151644423260248	1	239	25	0
"GO:0007611~learning or memory"	-0.151644423260248	1	239	41	0
"GO:0045773~positive regulation of axon extension"	-0.151644423260248	1	239	19	0
"GO:0048854~brain morphogenesis"	-0.151644423260248	1	239	11	0
"GO:0045954~positive regulation of natural killer cell mediated cytotoxicity"	-0.151644423260248	1	239	17	0
"GO:0014003~oligodendrocyte development"	-0.151644423260248	1	239	20	0
"GO:0032355~response to estradiol stimulus"	-0.151644423260248	1	239	95	0
"GO:0006749~glutathione metabolic process"	-0.151644423260248	1	239	35	0
"GO:0048147~negative regulation of fibroblast proliferation"	-0.151644423260248	1	239	24	0
"GO:0042325~regulation of phosphorylation"	-0.151644423260248	1	239	16	0
"GO:0071364~cellular response to epidermal growth factor stimulus"	-0.151644423260248	1	239	11	0
"GO:0070372~regulation of ERK1 and ERK2 cascade"	-0.151644423260248	1	239	10	0
"GO:0042832~defense response to protozoan"	-0.151644423260248	1	239	10	0
"GO:0042088~T-helper 1 type immune response"	-0.151644423260248	1	239	12	0
"GO:0051457~maintenance of protein location in nucleus"	-0.151644423260248	1	239	11	0
"GO:0060395~SMAD protein signal transduction"	-0.151644423260248	1	239	17	0
"GO:0002089~lens morphogenesis in camera-type eye"	-0.151644423260248	1	239	15	0
"GO:0009948~anterior/posterior axis specification"	-0.151644423260248	1	239	16	0
"GO:0060325~face morphogenesis"	-0.151644423260248	1	239	28	0
"GO:0048741~skeletal muscle fiber development"	-0.151644423260248	1	239	14	0
"GO:0070207~protein homotrimerization"	-0.151644423260248	1	239	18	0
"GO:0060349~bone morphogenesis"	-0.151644423260248	1	239	21	0
"GO:0048870~cell motility"	-0.151644423260248	1	239	13	0
"GO:0043086~negative regulation of catalytic activity"	-0.151644423260248	1	239	32	0
"GO:0006890~retrograde vesicle-mediated transport, Golgi to ER"	-0.151644423260248	1	239	25	0
"GO:0045667~regulation of osteoblast differentiation"	-0.151644423260248	1	239	14	0
"GO:0008203~cholesterol metabolic process"	-0.151644423260248	1	239	66	0
"GO:0071363~cellular response to growth factor stimulus"	-0.151644423260248	1	239	50	0
"GO:0046907~intracellular transport"	-0.151644423260248	1	239	21	0
"GO:0042157~lipoprotein metabolic process"	-0.151644423260248	1	239	40	0
"GO:0048168~regulation of neuronal synaptic plasticity"	-0.151644423260248	1	239	19	0
"GO:0048844~artery morphogenesis"	-0.151644423260248	1	239	20	0
"GO:0007271~synaptic transmission, cholinergic"	-0.151644423260248	1	239	15	0
"GO:0006707~cholesterol catabolic process"	-0.151644423260248	1	239	11	0
"GO:0034374~low-density lipoprotein particle remodeling"	-0.151644423260248	1	239	11	0
"GO:0033700~phospholipid efflux"	-0.151644423260248	1	239	11	0
"GO:0051044~positive regulation of membrane protein ectodomain proteolysis"	-0.151644423260248	1	239	14	0
"GO:0043691~reverse cholesterol transport"	-0.151644423260248	1	239	18	0
"GO:0034375~high-density lipoprotein particle remodeling"	-0.151644423260248	1	239	15	0
"GO:0051000~positive regulation of nitric-oxide synthase activity"	-0.151644423260248	1	239	11	0
"GO:0055088~lipid homeostasis"	-0.151644423260248	1	239	14	0
"GO:0007031~peroxisome organization"	-0.151644423260248	1	239	19	0
"GO:0016558~protein import into peroxisome matrix"	-0.151644423260248	1	239	11	0
"GO:0006754~ATP biosynthetic process"	-0.151644423260248	1	239	30	0
"GO:0010226~response to lithium ion"	-0.151644423260248	1	239	11	0
"GO:0050995~negative regulation of lipid catabolic process"	-0.151644423260248	1	239	15	0
"GO:0070328~triglyceride homeostasis"	-0.151644423260248	1	239	18	0
"GO:0042953~lipoprotein transport"	-0.151644423260248	1	239	13	0
"GO:0007338~single fertilization"	-0.151644423260248	1	239	29	0
"GO:0007026~negative regulation of microtubule depolymerization"	-0.151644423260248	1	239	18	0
