"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"GO:0032201~telomere maintenance via semi-conservative replication"	-0.155052244051803	1	255	21	0
"GO:0006297~nucleotide-excision repair, DNA gap filling"	-0.155052244051803	1	255	19	0
"GO:0000245~spliceosomal complex assembly"	-0.155052244051803	1	255	24	0
"GO:0000387~spliceosomal snRNP assembly"	-0.155052244051803	1	255	27	0
"GO:0034660~ncRNA metabolic process"	-0.155052244051803	1	255	23	0
"GO:0048666~neuron development"	-0.155052244051803	1	255	38	0
"GO:0030890~positive regulation of B cell proliferation"	-0.155052244051803	1	255	35	0
"GO:0090399~replicative senescence"	-0.155052244051803	1	255	11	0
"GO:0002009~morphogenesis of an epithelium"	-0.155052244051803	1	255	16	0
"GO:0002088~lens development in camera-type eye"	-0.155052244051803	1	255	27	0
"GO:0030334~regulation of cell migration"	-0.155052244051803	1	255	56	0
"GO:0031100~organ regeneration"	-0.155052244051803	1	255	58	0
"GO:0030500~regulation of bone mineralization"	-0.155052244051803	1	255	15	0
"GO:0046627~negative regulation of insulin receptor signaling pathway"	-0.155052244051803	1	255	22	0
"GO:0050766~positive regulation of phagocytosis"	-0.155052244051803	1	255	23	0
"GO:0006953~acute-phase response"	-0.155052244051803	1	255	34	0
"GO:0050727~regulation of inflammatory response"	-0.155052244051803	1	255	34	0
"GO:0045780~positive regulation of bone resorption"	-0.155052244051803	1	255	11	0
"GO:0042730~fibrinolysis"	-0.155052244051803	1	255	18	0
"GO:0032956~regulation of actin cytoskeleton organization"	-0.155052244051803	1	255	30	0
"GO:0050730~regulation of peptidyl-tyrosine phosphorylation"	-0.155052244051803	1	255	14	0
"GO:0051894~positive regulation of focal adhesion assembly"	-0.155052244051803	1	255	11	0
"GO:0051918~negative regulation of fibrinolysis"	-0.155052244051803	1	255	10	0
"GO:0030193~regulation of blood coagulation"	-0.155052244051803	1	255	10	0
"GO:0006939~smooth muscle contraction"	-0.155052244051803	1	255	19	0
"GO:0007597~blood coagulation, intrinsic pathway"	-0.155052244051803	1	255	18	0
"GO:0032728~positive regulation of interferon-beta production"	-0.155052244051803	1	255	18	0
"GO:0000288~nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	-0.155052244051803	1	255	53	0
"GO:0000289~nuclear-transcribed mRNA poly(A) tail shortening"	-0.155052244051803	1	255	25	0
"GO:0006446~regulation of translational initiation"	-0.155052244051803	1	255	26	0
"GO:0000077~DNA damage checkpoint"	-0.155052244051803	1	255	27	0
"GO:0071479~cellular response to ionizing radiation"	-0.155052244051803	1	255	18	0
"GO:0070536~protein K63-linked deubiquitination"	-0.155052244051803	1	255	14	0
"GO:0007416~synapse assembly"	-0.155052244051803	1	255	29	0
"GO:0015701~bicarbonate transport"	-0.155052244051803	1	255	16	0
"GO:0048754~branching morphogenesis of a tube"	-0.155052244051803	1	255	34	0
"GO:0072659~protein localization in plasma membrane"	-0.155052244051803	1	255	26	0
"GO:0050805~negative regulation of synaptic transmission"	-0.155052244051803	1	255	11	0
"GO:0009744~response to sucrose stimulus"	-0.155052244051803	1	255	10	0
"GO:0050873~brown fat cell differentiation"	-0.155052244051803	1	255	28	0
"GO:0009967~positive regulation of signal transduction"	-0.155052244051803	1	255	17	0
"GO:0046326~positive regulation of glucose import"	-0.155052244051803	1	255	24	0
"GO:0045599~negative regulation of fat cell differentiation"	-0.155052244051803	1	255	35	0
"GO:0045776~negative regulation of blood pressure"	-0.155052244051803	1	255	25	0
"GO:0046888~negative regulation of hormone secretion"	-0.155052244051803	1	255	13	0
"GO:0070373~negative regulation of ERK1 and ERK2 cascade"	-0.155052244051803	1	255	19	0
"GO:0019395~fatty acid oxidation"	-0.155052244051803	1	255	14	0
"GO:0070208~protein heterotrimerization"	-0.155052244051803	1	255	10	0
"GO:0032270~positive regulation of cellular protein metabolic process"	-0.155052244051803	1	255	11	0
"GO:0006959~humoral immune response"	-0.155052244051803	1	255	47	0
"GO:0032092~positive regulation of protein binding"	-0.155052244051803	1	255	34	0
"GO:0033138~positive regulation of peptidyl-serine phosphorylation"	-0.155052244051803	1	255	45	0
"GO:0007631~feeding behavior"	-0.155052244051803	1	255	37	0
"GO:2000310~regulation of N-methyl-D-aspartate selective glutamate receptor activity"	-0.155052244051803	1	255	10	0
"GO:0021766~hippocampus development"	-0.155052244051803	1	255	44	0
"GO:0010001~glial cell differentiation"	-0.155052244051803	1	255	18	0
"GO:0051968~positive regulation of synaptic transmission, glutamatergic"	-0.155052244051803	1	255	14	0
"GO:0032008~positive regulation of TOR signaling cascade"	-0.155052244051803	1	255	14	0
"GO:0050804~regulation of synaptic transmission"	-0.155052244051803	1	255	17	0
"GO:0048265~response to pain"	-0.155052244051803	1	255	17	0
"GO:2000463~positive regulation of excitatory postsynaptic membrane potential"	-0.155052244051803	1	255	10	0
"GO:0032793~positive regulation of CREB transcription factor activity"	-0.155052244051803	1	255	13	0
"GO:0061098~positive regulation of protein tyrosine kinase activity"	-0.155052244051803	1	255	17	0
"GO:0008306~associative learning"	-0.155052244051803	1	255	25	0
"GO:0007616~long-term memory"	-0.155052244051803	1	255	23	0
"GO:0048814~regulation of dendrite morphogenesis"	-0.155052244051803	1	255	11	0
"GO:0021510~spinal cord development"	-0.155052244051803	1	255	23	0
"GO:0002042~cell migration involved in sprouting angiogenesis"	-0.155052244051803	1	255	14	0
"GO:0035023~regulation of Rho protein signal transduction"	-0.155052244051803	1	255	71	0
"GO:0006687~glycosphingolipid metabolic process"	-0.155052244051803	1	255	40	0
"GO:0016925~protein sumoylation"	-0.155052244051803	1	255	23	0
"GO:0048545~response to steroid hormone stimulus"	-0.155052244051803	1	255	32	0
"GO:0045749~negative regulation of S phase of mitotic cell cycle"	-0.155052244051803	1	255	10	0
"GO:0001953~negative regulation of cell-matrix adhesion"	-0.155052244051803	1	255	11	0
"GO:0048821~erythrocyte development"	-0.155052244051803	1	255	13	0
"GO:0000060~protein import into nucleus, translocation"	-0.155052244051803	1	255	25	0
"GO:0006944~cellular membrane fusion"	-0.155052244051803	1	255	26	0
"GO:0051291~protein heterooligomerization"	-0.155052244051803	1	255	42	0
"GO:0071805~potassium ion transmembrane transport"	-0.155052244051803	1	255	42	0
"GO:0043491~protein kinase B signaling cascade"	-0.155052244051803	1	255	31	0
"GO:0030163~protein catabolic process"	-0.155052244051803	1	255	43	0
"GO:0032729~positive regulation of interferon-gamma production"	-0.155052244051803	1	255	34	0
"GO:0046427~positive regulation of JAK-STAT cascade"	-0.155052244051803	1	255	17	0
"GO:0032968~positive regulation of transcription elongation from RNA polymerase II promoter"	-0.155052244051803	1	255	10	0
"GO:0010390~histone monoubiquitination"	-0.155052244051803	1	255	10	0
"GO:0019827~stem cell maintenance"	-0.155052244051803	1	255	30	0
"GO:0006270~DNA-dependent DNA replication initiation"	-0.155052244051803	1	255	22	0
"GO:0006402~mRNA catabolic process"	-0.155052244051803	1	255	15	0
"GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway"	-0.155052244051803	1	255	40	0
"GO:0035914~skeletal muscle cell differentiation"	-0.155052244051803	1	255	11	0
"GO:0042475~odontogenesis of dentin-containing tooth"	-0.155052244051803	1	255	56	0
"GO:0010259~multicellular organismal aging"	-0.155052244051803	1	255	13	0
"GO:0001736~establishment of planar polarity"	-0.155052244051803	1	255	10	0
"GO:0048745~smooth muscle tissue development"	-0.155052244051803	1	255	14	0
"GO:0043616~keratinocyte proliferation"	-0.155052244051803	1	255	14	0
"GO:0009954~proximal/distal pattern formation"	-0.155052244051803	1	255	26	0
"GO:0010165~response to X-ray"	-0.155052244051803	1	255	20	0
"GO:0043523~regulation of neuron apoptotic process"	-0.155052244051803	1	255	15	0
"GO:0048485~sympathetic nervous system development"	-0.155052244051803	1	255	22	0
"GO:0031069~hair follicle morphogenesis"	-0.155052244051803	1	255	25	0
"GO:0051402~neuron apoptotic process"	-0.155052244051803	1	255	28	0
"GO:0007569~cell aging"	-0.155052244051803	1	255	27	0
"GO:0010332~response to gamma radiation"	-0.155052244051803	1	255	31	0
"GO:0001942~hair follicle development"	-0.155052244051803	1	255	40	0
"GO:0048646~anatomical structure formation involved in morphogenesis"	-0.155052244051803	1	255	20	0
"GO:0009887~organ morphogenesis"	-0.155052244051803	1	255	122	0
"GO:0030855~epithelial cell differentiation"	-0.155052244051803	1	255	44	0
"GO:0045786~negative regulation of cell cycle"	-0.155052244051803	1	255	45	0
"GO:0042274~ribosomal small subunit biogenesis"	-0.155052244051803	1	255	12	0
"GO:0016239~positive regulation of macroautophagy"	-0.155052244051803	1	255	10	0
"GO:0035335~peptidyl-tyrosine dephosphorylation"	-0.155052244051803	1	255	55	0
"GO:0048712~negative regulation of astrocyte differentiation"	-0.155052244051803	1	255	12	0
"GO:0050769~positive regulation of neurogenesis"	-0.155052244051803	1	255	18	0
"GO:0045746~negative regulation of Notch signaling pathway"	-0.155052244051803	1	255	14	0
"GO:0050768~negative regulation of neurogenesis"	-0.155052244051803	1	255	16	0
"GO:0009888~tissue development"	-0.155052244051803	1	255	30	0
"GO:0008340~determination of adult lifespan"	-0.155052244051803	1	255	12	0
"GO:0001708~cell fate specification"	-0.155052244051803	1	255	20	0
"GO:0001541~ovarian follicle development"	-0.155052244051803	1	255	45	0
"GO:0030728~ovulation"	-0.155052244051803	1	255	11	0
"GO:0017015~regulation of transforming growth factor beta receptor signaling pathway"	-0.155052244051803	1	255	16	0
"GO:0006306~DNA methylation"	-0.155052244051803	1	255	24	0
"GO:0030218~erythrocyte differentiation"	-0.155052244051803	1	255	36	0
"GO:0048384~retinoic acid receptor signaling pathway"	-0.155052244051803	1	255	17	0
"GO:0071300~cellular response to retinoic acid"	-0.155052244051803	1	255	50	0
"GO:0051568~histone H3-K4 methylation"	-0.155052244051803	1	255	15	0
"GO:0050808~synapse organization"	-0.155052244051803	1	255	25	0
"GO:0007009~plasma membrane organization"	-0.155052244051803	1	255	10	0
"GO:0043113~receptor clustering"	-0.155052244051803	1	255	16	0
"GO:0007520~myoblast fusion"	-0.155052244051803	1	255	15	0
"GO:0002062~chondrocyte differentiation"	-0.155052244051803	1	255	31	0
"GO:0048863~stem cell differentiation"	-0.155052244051803	1	255	18	0
"GO:0030325~adrenal gland development"	-0.155052244051803	1	255	25	0
"GO:0048762~mesenchymal cell differentiation"	-0.155052244051803	1	255	10	0
"GO:0021846~cell proliferation in forebrain"	-0.155052244051803	1	255	12	0
"GO:0030261~chromosome condensation"	-0.155052244051803	1	255	15	0
"GO:0071158~positive regulation of cell cycle arrest"	-0.155052244051803	1	255	15	0
"GO:0060612~adipose tissue development"	-0.155052244051803	1	255	18	0
"GO:0043087~regulation of GTPase activity"	-0.155052244051803	1	255	14	0
"GO:0007210~serotonin receptor signaling pathway"	-0.155052244051803	1	255	13	0
"GO:0032855~positive regulation of Rac GTPase activity"	-0.155052244051803	1	255	21	0
"GO:0042177~negative regulation of protein catabolic process"	-0.155052244051803	1	255	21	0
"GO:0060749~mammary gland alveolus development"	-0.155052244051803	1	255	21	0
"GO:0007257~activation of JUN kinase activity"	-0.155052244051803	1	255	40	0
"GO:0007602~phototransduction"	-0.155052244051803	1	255	27	0
"GO:0050896~response to stimulus"	-0.155052244051803	1	255	64	0
"GO:0045494~photoreceptor cell maintenance"	-0.155052244051803	1	255	25	0
"GO:0043001~Golgi to plasma membrane protein transport"	-0.155052244051803	1	255	11	0
"GO:0006970~response to osmotic stress"	-0.155052244051803	1	255	19	0
"GO:0045429~positive regulation of nitric oxide biosynthetic process"	-0.155052244051803	1	255	38	0
"GO:0046328~regulation of JNK cascade"	-0.155052244051803	1	255	15	0
"GO:0060644~mammary gland epithelial cell differentiation"	-0.155052244051803	1	255	13	0
"GO:0045725~positive regulation of glycogen biosynthetic process"	-0.155052244051803	1	255	12	0
"GO:2000147~positive regulation of cell motility"	-0.155052244051803	1	255	10	0
"GO:0050710~negative regulation of cytokine secretion"	-0.155052244051803	1	255	12	0
"GO:0043161~proteasomal ubiquitin-dependent protein catabolic process"	-0.155052244051803	1	255	59	0
"GO:0017156~calcium ion-dependent exocytosis"	-0.155052244051803	1	255	14	0
"GO:0009650~UV protection"	-0.155052244051803	1	255	10	0
"GO:0017187~peptidyl-glutamic acid carboxylation"	-0.155052244051803	1	255	11	0
"GO:0071320~cellular response to cAMP"	-0.155052244051803	1	255	20	0
"GO:0051924~regulation of calcium ion transport"	-0.155052244051803	1	255	17	0
"GO:0060402~calcium ion transport into cytosol"	-0.155052244051803	1	255	11	0
"GO:0070498~interleukin-1-mediated signaling pathway"	-0.155052244051803	1	255	11	0
"GO:0045787~positive regulation of cell cycle"	-0.155052244051803	1	255	25	0
"GO:0045070~positive regulation of viral genome replication"	-0.155052244051803	1	255	10	0
"GO:0045071~negative regulation of viral genome replication"	-0.155052244051803	1	255	22	0
"GO:0030177~positive regulation of Wnt receptor signaling pathway"	-0.155052244051803	1	255	22	0
"GO:0048286~lung alveolus development"	-0.155052244051803	1	255	32	0
"GO:0032332~positive regulation of chondrocyte differentiation"	-0.155052244051803	1	255	16	0
"GO:0048566~embryonic digestive tract development"	-0.155052244051803	1	255	20	0
"GO:0030534~adult behavior"	-0.155052244051803	1	255	15	0
"GO:0001522~pseudouridine synthesis"	-0.155052244051803	1	255	12	0
"GO:0009451~RNA modification"	-0.155052244051803	1	255	14	0
"GO:0048706~embryonic skeletal system development"	-0.155052244051803	1	255	39	0
"GO:0050999~regulation of nitric-oxide synthase activity"	-0.155052244051803	1	255	21	0
"GO:0032927~positive regulation of activin receptor signaling pathway"	-0.155052244051803	1	255	10	0
"GO:0009966~regulation of signal transduction"	-0.155052244051803	1	255	30	0
"GO:0034341~response to interferon-gamma"	-0.155052244051803	1	255	21	0
"GO:0033280~response to vitamin D"	-0.155052244051803	1	255	19	0
"GO:0045618~positive regulation of keratinocyte differentiation"	-0.155052244051803	1	255	10	0
"GO:0046697~decidualization"	-0.155052244051803	1	255	17	0
"GO:0055074~calcium ion homeostasis"	-0.155052244051803	1	255	17	0
"GO:0042359~vitamin D metabolic process"	-0.155052244051803	1	255	11	0
"GO:0046847~filopodium assembly"	-0.155052244051803	1	255	23	0
"GO:0030162~regulation of proteolysis"	-0.155052244051803	1	255	34	0
"GO:0045595~regulation of cell differentiation"	-0.155052244051803	1	255	35	0
"GO:0006400~tRNA modification"	-0.155052244051803	1	255	10	0
"GO:0009165~nucleotide biosynthetic process"	-0.155052244051803	1	255	15	0
"GO:0050775~positive regulation of dendrite morphogenesis"	-0.155052244051803	1	255	14	0
"GO:0007405~neuroblast proliferation"	-0.155052244051803	1	255	14	0
"GO:0008045~motor axon guidance"	-0.155052244051803	1	255	22	0
"GO:0006996~organelle organization"	-0.155052244051803	1	255	13	0
"GO:0045732~positive regulation of protein catabolic process"	-0.155052244051803	1	255	30	0
"GO:0017144~drug metabolic process"	-0.155052244051803	1	255	21	0
"GO:0006488~dolichol-linked oligosaccharide biosynthetic process"	-0.155052244051803	1	255	31	0
"GO:0016486~peptide hormone processing"	-0.155052244051803	1	255	21	0
"GO:0042176~regulation of protein catabolic process"	-0.155052244051803	1	255	13	0
"GO:0030049~muscle filament sliding"	-0.155052244051803	1	255	35	0
"GO:0006884~cell volume homeostasis"	-0.155052244051803	1	255	11	0
"GO:0030521~androgen receptor signaling pathway"	-0.155052244051803	1	255	47	0
"GO:0030010~establishment of cell polarity"	-0.155052244051803	1	255	20	0
"GO:0060291~long-term synaptic potentiation"	-0.155052244051803	1	255	16	0
"GO:0050732~negative regulation of peptidyl-tyrosine phosphorylation"	-0.155052244051803	1	255	10	0
"GO:0032753~positive regulation of interleukin-4 production"	-0.155052244051803	1	255	11	0
"GO:0042692~muscle cell differentiation"	-0.155052244051803	1	255	35	0
"GO:0050885~neuromuscular process controlling balance"	-0.155052244051803	1	255	38	0
"GO:0010977~negative regulation of neuron projection development"	-0.155052244051803	1	255	25	0
"GO:0001675~acrosome assembly"	-0.155052244051803	1	255	10	0
"GO:0007611~learning or memory"	-0.155052244051803	1	255	41	0
"GO:0045773~positive regulation of axon extension"	-0.155052244051803	1	255	19	0
"GO:0048854~brain morphogenesis"	-0.155052244051803	1	255	11	0
"GO:0045954~positive regulation of natural killer cell mediated cytotoxicity"	-0.155052244051803	1	255	17	0
"GO:0014003~oligodendrocyte development"	-0.155052244051803	1	255	20	0
"GO:0032355~response to estradiol stimulus"	-0.155052244051803	1	255	95	0
"GO:0048147~negative regulation of fibroblast proliferation"	-0.155052244051803	1	255	24	0
"GO:0071364~cellular response to epidermal growth factor stimulus"	-0.155052244051803	1	255	11	0
"GO:0043409~negative regulation of MAPK cascade"	-0.155052244051803	1	255	16	0
